sha,first_parent_index,date,author,is_merge,status,areas,files,insertions,deletions,subject,action
9d4be36a13eabf0a9c4a48a927eb4b00c151afdb,,2023-09-16T04:13:05Z,sf-mensch,0,TEST_IMPORTED,tests,1,5,3,correction of testsuite for [r5190],Adopted by the current-upstream suite lane (testsuite correction for r5190)
0b22d441757efc5fa1d18e0767bb54fb31203eb1,,2024-01-19T08:48:45Z,sf-mensch,0,RUNTIME_PORTED,libcob;tests,4,153,114,Fixing [bugs:#913] DISPLAY and ACCEPT with simple attributes SIGSEGV,Fix DISPLAY and ACCEPT with simple attributes SIGSEGV (candidate screen statements with attribute handling)
62b39805ca22be04c822267d2c90aaa6ef1e1610,,2024-01-18T22:29:33Z,sf-mensch,0,RUNTIME_PORTED,libcob;tests,3,166,9,Fixing [bugs:#914] CLOSE LOCK abends program on OPEN,Fix CLOSE LOCK abend on OPEN (file state handling)
04614ac7afd2b26cdd4431987996726ffaa8004b,,2024-01-17T06:54:02Z,sf-mensch,0,RUNTIME_PORTED,cobc;docs;libcob;tests,12,534,223,Optimizations and syntax checks for INSPECT related functions,INSPECT optimizations and syntax checks: frontend syntax validation + runtime INSPECT behavior alignment
28b02be15485a8802639b34c8381a4e785251ef6,,2024-01-16T19:17:07Z,sf-mensch,0,RUNTIME_PORTED,libcob,2,5,13,... fixed last commit that disabled code that is still used outside of experimental local checkouts...,Restore the cob_decimal_get_display sign-in-diff fix (numeric display sign behavior)
c3d5860bf219b0679e0771a0611cc91b61dbe3a1,,2024-01-16T16:08:22Z,sf-mensch,0,RUNTIME_PORTED,libcob,4,70,47,minor cleanup and optimizations in libcob,Adopt cob_add_int scale handling and packed_is_negative semantics (numeric behavior)
85dccf1c72fb4cf4a7ab32e313e09c0d2fbc7e33,,2024-01-16T14:48:04Z,sf-mensch,0,NOT_APPLICABLE_WITH_PROOF,cobc,2,10,3,missed commit of tree.h in [r5185],None: restores a missed tree.h hunk (codeoptim leading-zero skip) — native codegen optimization
470f7db125a42594bcc187b60c2d6757731758f0,,2024-01-16T14:35:18Z,sf-mensch,0,FRONTEND_REIMPLEMENTED,cobc;config;docs;tests,25,292,129,adjusted error handling,Adopt the adjusted error-handling behavior: error/warning selection  exit status  listings expectations (run_fundamental  run_misc  listings  syn_*); rm-strict.conf alignment
60557e874decb307c3cec459ca0f49e2756b27c1,,2023-08-22T07:38:54Z,sf-mensch,0,TEST_IMPORTED,tests,1,2,2,missing commit for [r5167] - version increase,Adopted by the current-upstream suite lane (version-output expectation in run_misc.at)
8208acac177e7d50ba68e99aa661b2f26c5a787a,,2023-08-22T07:35:17Z,sf-mensch,0,NOT_APPLICABLE_WITH_PROOF,libcob,2,6,2,missing commit for [r5167] - version increase,None: native version.h increase
c140aafc1568a20ebfd33e681445529603712bf3,,2023-08-22T08:24:31Z,sf-mensch,0,CONFIGURATION_INTEGRATED,build;docs,2,28,7,configure.ac: add -fstack-clash-protection to --enable-hardening[=no],None: configure.ac hardening flag is native C build infrastructure
0166302909e95c91105bcaa6b1d5b4b6c7647185,,2023-08-17T19:40:54Z,sf-mensch,0,RUNTIME_PORTED,docs;libcob;tests,5,67,52,fix [bugs:#904] MOVE PACKED-DECIMAL unsigned to signed leads to bad sign,Fix MOVE PACKED-DECIMAL unsigned to signed bad sign
c0d64addfd83baff21f089e0ab7c92609e291442,98,2023-08-15T20:30:26+02:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,build;build_windows;cobc;config;docs;libcob;tests,36,3360,284,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
0ab36fd83692291d5ba8356df989d9757fa718b8,99,2023-07-26T15:33:34+02:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,bin;build;cobc;docs;libcob;tests,36,1853,707,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
6b4405108a30455e4b460ee9f664c1cedb2e2899,100,2023-07-11T15:01:09+02:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,cobc;docs;libcob;tests,25,889,399,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
2a101a4bffdb4e51d43afbbdcc1323c6dc7a785e,101,2023-07-09T18:31:20+02:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,build_windows;cobc;docs;tests,32,1747,555,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
a4abf11bf1ccbac9e037f5743cd7b0747fdeea68,102,2023-07-05T17:32:51+02:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,cobc;tests,12,768,808,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
4b8452abf1cafb904f1fe6966cbeeaa2a5f9d10a,103,2023-07-03T15:29:25+02:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,cobc,2,16,10,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
57e7a2851308ba495fe974983e258dae5df8f2b9,104,2023-07-02T19:40:44+02:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,bin;build_windows;cobc;config;docs;tests,33,669,126,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
743651ffd9714cb3a81500b59e9cfae99ea51db0,105,2023-06-23T14:40:23+02:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,cobc;libcob;tests,9,399,131,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
cb5f7fa19a6c325861e63ccda64469fc6e7bac86,106,2023-06-21T16:05:59+02:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,cobc;config;docs;libcob;tests,25,236,77,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
8caf9b25a444984ca4224e8b43662873479ba50c,107,2023-06-20T14:59:24+02:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,cobc,2,60,43,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
2dc28255dbc8f7d85c9230e04b9e875ee2c10d91,108,2023-06-20T11:41:06+02:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,cobc;tests,3,179,4,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
7ba3fb5bf898b1640be14894a1471e9c4eaed32e,109,2023-06-13T16:45:22+02:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,cobc;docs;libcob;other;tests,26,2598,1417,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
8a0796d9f09a2f132893c03c17ba4fa947668cbb,110,2023-06-13T16:43:42+02:00,Simon Sobisch,0,CI_ONLY_ACCOUNTED,ci,1,4,1,CI: check for c89 declaration (#97),accounted (mechanical default)
cca51ff278372ede1944ab5a1a1fc5366649f7ec,111,2023-06-02T10:41:44+02:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,build;build_windows;cobc;docs;libcob;tests,38,30208,673,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
1992539c4fde2605fb5d83da2cf215f16445db24,112,2023-05-24T16:07:22+02:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,build;build_windows;cobc;docs;libcob;tests,38,42545,10928,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
fcd562f0f1cc35f1872dbeaa7d14a3b48bde5ff1,113,2023-04-20T17:21:25+02:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,build;cobc;config;docs;libcob;tests,45,14995,1343,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
7981d8aff1b1a16033fa260e0220d50327de8d5b,114,2023-04-12T10:25:17+02:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,build;cobc;config;docs;libcob;tests,43,986,571,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
3d48698fb76e41cb6d198362b4010778279d966e,115,2023-02-21T13:42:37+01:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,build;cobc;config;docs;libcob;tests,16,1589,1515,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
bdd8837832d4c17d7ed8e505e9fc73a708f8ecd0,116,2023-02-20T22:27:40+01:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,cobc;config;tests,6,54,12,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
2ca79d6ae9dde6d90b0c55dfac9134b06761875b,117,2023-02-11T20:59:45+01:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,build;build_windows;cobc;docs;libcob;other;tests,60,3218,1739,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
608eac1800e0fd59e6104aa12cf3bbdbd4dcae0f,118,2023-02-10T17:10:09+01:00,Fabrice Le Fessant,0,NOT_APPLICABLE_WITH_PROOF,other,1,271,0,Recommit ar-lib,accounted (mechanical default)
200150f627aa7a585a48f8eca47f8ca1c7a10750,119,2023-02-10T10:08:35+01:00,Fabrice Le Fessant,0,NOT_APPLICABLE_WITH_PROOF,other,2,1,271,remove ar-lib from GIT,accounted (mechanical default)
b63bf71a12b42777a9204651ed782c76d0f959b2,120,2023-02-08T23:46:25+01:00,Fabrice Le Fessant,0,NOT_APPLICABLE_WITH_PROOF,other;tests,2,54,0,Add autofonce configuration,accounted (mechanical default)
d4f364e44ee1411fecccc72c47bc9f28e9f12e45,121,2023-02-02T12:17:29+01:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,tests,3,13,11,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
7fd5d4936b2b996e43f756a027a3d1236f74b8b1,122,2023-02-01T10:18:31+01:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,cobc;config;docs;tests,8,175,20,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
9df05779b4cd1058ee2acc18347e33f84d90509e,123,2023-01-30T19:02:18+01:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,cobc;config;libcob;tests,17,375,287,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
d15d131af589322cb660fd19537f27d9078f36b0,124,2023-01-28T22:30:41+01:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,cobc,3,63,27,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
db33c36f7670b928f8347233745bed6af3a817e9,125,2023-01-26T22:01:20+01:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,cobc;config;docs;libcob;other;tests,60,2867,2858,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
f550c9b865f1c31109c67a41623aa4cc603594e5,126,2023-01-23T16:51:59+01:00,Fabrice Le Fessant,0,CI_ONLY_ACCOUNTED,ci;other,4,88,41,Add working Github action files  except for Windows (#79),accounted (mechanical default)
516b813b3ca05ecbc732efdf359ca77db89af449,127,2023-01-19T09:40:07+01:00,Fabrice Le Fessant,1,UPSTREAM_MERGE_ACCOUNTED,bin;build;build_windows;cobc;config;docs;libcob;other;tests,96,5189,2795,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
91b7781e801f1270c05011650060acab6bafbe90,128,2022-12-15T10:07:08+01:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,cobc;tests,6,118,42,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
fe93f0d3b36da7adfdf9968c14821effca40ef1d,129,2022-12-13T14:51:53+01:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,build;build_windows;cobc;config;docs;libcob;other;tests,61,2081,868,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
5a1ed6ffe5bdab7db8444523ef739cfc705fdaa9,130,2022-12-08T09:25:06+01:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,cobc;tests,4,372,18,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
757ff9b2f769dd13e7f1d106d9af16536ee4ed8e,131,2022-12-06T23:02:52+01:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,cobc;docs;libcob;tests,12,603,466,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
62dd11b8b92d60fc0fb897bc4ebdeb763e44670a,132,2022-12-05T11:26:02+01:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,build;cobc;config;docs;libcob;other;tests,45,1215,606,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
d3c0b2f18bfc441f0a71bef267d653b7090440f3,133,2022-11-18T20:01:48+01:00,Simon Sobisch,0,CI_ONLY_ACCOUNTED,ci,1,1,1,improving MacOS CI,accounted (mechanical default)
173790f1ef60789991ff2d417b83a466bce48a76,134,2022-11-15T15:58:07+01:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,cobc;tests,3,22,17,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
0a62bc915695cfd1a12813c81e0ecd8505a21868,135,2022-11-15T11:17:53+01:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,cobc;tests,3,60,10,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
0ac36ad45763304c9a9e7c2540a6468f66a82691,136,2022-11-08T11:27:25+01:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,bin;build;build_windows;cobc;config;docs;libcob;other;tests,134,39066,20932,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
1c7abb41b18541391d83f55e8720c8b2380c2cdd,137,2022-10-05T13:34:49+02:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,cobc;tests,4,49,15,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
6ff12e91dc106d5eff09874b138c7c9fbed40073,138,2022-10-04T17:46:24+02:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,build;build_windows;cobc;config;docs;libcob;other;tests,54,8710,6561,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
87051279e6a615eefe43b4a36272cb54e3fb09ac,139,2022-09-30T11:26:09+02:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,cobc;config;libcob;tests,15,855,347,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
24f2a1036db879bc7e333f69a9f83170c0de6c18,140,2022-09-30T09:40:20+02:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,ci;docs,2,5,0,Merge pull request #62 from nberth/fix-ci,accounted (mechanical default)
b3afd7a81daea5a62c529a694e83629aedfe13fc,,2022-09-30T09:25:51+02:00,Nicolas Berthier,0,CI_ONLY_ACCOUNTED,ci;docs,2,5,0,Fix ubuntu CI,accounted (mechanical default)
a5ea0d5c93ec681e2552b903c27badc9c3aed2e3,141,2022-09-27T10:27:28+02:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,cobc;docs;tests,19,479,317,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
41e53b7db427298bd95f86003ead2c1d3cf2d3ed,142,2022-09-25T21:46:05+02:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,cobc;config;docs;libcob;tests,34,1119,172,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
d7db95f773952dcaaabd7cc43f96a056f7e59b1b,143,2022-09-22T12:32:07+02:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,cobc;config;docs;libcob;tests,18,1447,461,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
1c3569d3a8d39e6345e22db2cb24e060baa2257f,144,2022-09-20T13:54:06+02:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,build;build_windows;cobc;config;docs;libcob;tests,18,810,361,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
cc3f6677dd171884099758d12a80f917ff484a00,145,2022-09-01T09:49:12+02:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,cobc;tests,12,460,397,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
6fec839eae019e20a04b4bcb484bc92c67b9a314,146,2022-08-25T10:33:21+02:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,cobc;config;libcob;tests,36,1557,522,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
a913f3c96decd62ffc8c13e84966867fac85c9be,147,2022-07-29T22:52:23+02:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,cobc;config;docs;tests,33,197,87,Merge branch 'gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
e2505a60f8be5e38bdaaee1ebefefc0e44b5a105,148,2022-07-27T16:20:47+02:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,build;cobc;config;docs;libcob;tests,46,1294,421,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
e07100c7ce2aa276175391a5dd5db447e7e06aca,149,2022-07-25T14:56:30+02:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,bin;build_windows;cobc;config;docs;libcob;tests,48,1664,844,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
4c04ed86e8371966bafc6f50a06a570aac496994,150,2022-07-22T09:17:07+02:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,ci;docs,2,5,1,Merge pull request #54 from nberth/fix-ci,accounted (mechanical default)
1dae6bf280a79dbc7a92539ec3acc46cafab0463,,2022-07-20T23:32:00+02:00,Nicolas Berthier,0,CI_ONLY_ACCOUNTED,ci;docs,2,5,1,Fix handling of quotes in testsuite artifact name,accounted (mechanical default)
6a24f9a47e65479de572b13acdfb0321f9254529,151,2022-07-08T10:20:09+02:00,Nicolas Berthier,0,CI_ONLY_ACCOUNTED,ci,1,3,3,Disable automated windows CI workflow,accounted (mechanical default)
8c6cafb8b4a4b5bd288d3fb14bc74a47c35e5a19,152,2022-07-07T18:04:41+02:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,ci;docs,4,150,13,Merge pull request #41 from nberth/fix-ci,accounted (mechanical default)
42008b0709600348a05026b813f402d6e5ea9d76,,2022-07-07T17:44:47+02:00,Nicolas Berthier,0,DOCUMENTATION_TRACKED,docs,1,4,0,Add ChangeLog entry about coverage artifact,accounted (mechanical default)
da9db1e4a01c90121afd67194ff461747e4f967b,,2022-07-07T15:52:39+02:00,Nicolas Berthier,0,CI_ONLY_ACCOUNTED,ci,3,15,14,Adjust macos & windows CIs,accounted (mechanical default)
6301de737d0787f250a41b5b56730f9eac1fb5f7,,2022-07-07T15:00:34+02:00,Nicolas Berthier,0,CI_ONLY_ACCOUNTED,ci,1,91,15,Use ubuntu CI to measure coverage,accounted (mechanical default)
b203d95dc32977d0d72d030546c78ea2bfbfb76f,,2022-05-20T16:06:09+02:00,Nicolas Berthier,0,CI_ONLY_ACCOUNTED,ci;docs,4,62,6,Use github actions to emit a distribution archive and test logs,accounted (mechanical default)
a070a64abef88afd9c78b54d3445f32bc51355fd,153,2022-07-07T13:57:30+02:00,Nicolas Berthier,0,NOT_APPLICABLE_WITH_PROOF,other,1,72,6,Update .gitignore,accounted (mechanical default)
c8c789911a52a39c9a52870c3fa7a47ffd6ecd8b,154,2022-07-07T13:12:12+02:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,bin;build;build_windows;cobc;config;docs;libcob;other;tests,57,2141,752,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
5b54e1c993e9ec4113f926f2f4993957ef3708ea,155,2022-06-16T13:18:25+02:00,Nicolas Berthier,1,UPSTREAM_MERGE_ACCOUNTED,build;cobc;config;docs;libcob;other;tests,38,974,894,Merge remote-tracking branch 'upstream/gnucobol-3.x' into gcos4gnucobol-3.x,accounted (mechanical default)
197398dfd15aa02d2471216bac38998ba7fba7ef,156,2022-05-19T16:27:56+02:00,Nicolas Berthier,0,CI_ONLY_ACCOUNTED,ci;docs,4,111,51,Improve setup for CI jobs  with temporary focus on branch `gcos4gnucobol-3.x`,accounted (mechanical default)
a86cb1055aeb9e8cc8cc52e6d39efd84fd58c732,157,2022-03-29T17:31:48+02:00,Nicolas Berthier,0,DOCUMENTATION_TRACKED,docs,1,4,0,Thanks OCamlPro contributors,accounted (mechanical default)
8ea9ac449c986a65299ad015c9930c977bf909cb,158,2022-01-28T15:27:32+01:00,Nicolas Berthier,0,NOT_APPLICABLE_WITH_PROOF,cobc;config;docs;libcob;other,5,7,4,Redispatch ChangeLog entries,None: ChangeLog entry redispatch only
289c9aef58a9acbb934eb2e69022b9fa6018baf8,159,2022-02-04T15:06:14+01:00,David Declerck,0,CONFIGURATION_INTEGRATED,cobc;config;docs;tests,10,955,6,[GCOS] Add GCOS configuration file,Adopt the GCOS configuration file
27788c5941de36ab174fbe1ae179c1e933eafaab,160,2022-02-04T12:20:24+01:00,David Declerck,0,CI_ONLY_ACCOUNTED,ci;other,6,207,0,GIT-specific settings  with CI setup and github workflow for Ubuntu  Windows and Macos,accounted (mechanical default)
